"06",2000,"05","067","08243","00","FRLDC ","PR",28,"I",15116,,,,,,,,,22767,,81,,22848,979,,,77330,"SG INTERESTS I, LTD                               ","ARGENTA 34-10                      ","33-1           ",2000-08-04 00:00:00
"09",2000,"05","071","06734","00","RTON  ","PR",30,"P",2755,,,,,,,,,10,,,,10,1003,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-12-05 00:00:00
"11",1999,"05","071","06734","00","RTON  ","PR",30,"",,,,,,,,,,1055,,,,1055,1005,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-01-19 00:00:00
"01",2000,"05","071","06734","00","RTON  ","PR",31,"P",688,,,,,,,,,1183,,,,1183,1003,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-04-05 00:00:00
"02",2000,"05","071","06734","00","RTON  ","PR",29,"P",720,,,,,,,,,913,,,,913,1003,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-05-02 00:00:00
"12",1999,"05","071","06734","00","RTON  ","PR",31,"P",1810,,,,,,,,,1752,,,,1752,1004,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-03-21 00:00:00
"06",2000,"05","071","06734","00","RTON  ","PR",30,"P",2047,,,,,,,,,33,,,,33,1000,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-09-05 00:00:00
"08",2000,"05","071","06734","00","RTON  ","PR",28,"P",2573,,,,,,,,,24,,,,24,996,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-10-26 00:00:00
"04",2000,"05","071","06734","00","RTON  ","PR",28,"P",593,,,,,,,,,776,,,,776,1004,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-07-10 00:00:00
"03",2000,"05","071","06734","00","RTON  ","PR",31,"P",962,,,,,,,,,1212,,,,1212,1001,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-06-08 00:00:00
"05",2000,"05","071","06734","00","RTON  ","PR",31,"P",1295,,,,,,,,,114,,,,114,1001,,,6385,"EVERGREEN OPERATING CORP                          ","MESA                               ","43-20 TR       ",2000-08-04 00:00:00
"02",2000,"05","071","06751","00","VRMJ  ","PR",29,"P",55535,,,,,,,,,2588,,725,,3313,1003,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-05-02 00:00:00
"01",2000,"05","071","06751","00","VRMJ  ","PR",31,"P",55087,,,,,,,,,1050,,775,,1825,1003,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-04-05 00:00:00
"11",1999,"05","071","06751","00","VRMJ  ","PR",23,"P",9444,,,,,,,,,246,,575,,821,1005,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-01-19 00:00:00
"03",2000,"05","071","06751","00","VRMJ  ","PR",31,"P",4527,,,,,,,,,6807,,775,,7582,1001,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-06-08 00:00:00
"05",2000,"05","071","06751","00","VRMJ  ","PR",31,"P",3523,,,,,,,,,4627,,775,,5402,1001,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-08-04 00:00:00
"12",1999,"05","071","06751","00","VRMJ  ","PR",31,"P",37508,,,,,,,,,1291,,775,,2066,1004,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-03-21 00:00:00
"04",2000,"05","071","06751","00","VRMJ  ","PR",30,"P",3775,,,,,,,,,5477,,750,,6227,1004,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-07-10 00:00:00
"10",1999,"05","071","06751","00","VRMJ  ","PR",31,"P",7928,,,,,,,,,31,,775,,806,1005,,,6385,"EVERGREEN OPERATING CORP                          ","RAVEN RIDGE                        ","24-16          ",2000-01-03 00:00:00
"09",2000,"05","071","06759","00","RTON  ","PR",30,"P",505,,,,,,,,,180,,,,180,1003,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-12-05 00:00:00
"11",1999,"05","071","06759","00","RTON  ","PR",30,"P",880,,,,,,,,,1279,,,,1279,1005,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-01-19 00:00:00
"01",2000,"05","071","06759","00","RTON  ","PR",31,"P",532,,,,,,,,,991,,,,991,1003,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-04-05 00:00:00
"02",2000,"05","071","06759","00","RTON  ","PR",29,"P",451,,,,,,,,,749,,,,749,1003,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-05-02 00:00:00
"12",1999,"05","071","06759","00","RTON  ","PR",31,"P",492,,,,,,,,,1102,,,,1102,1004,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-03-21 00:00:00
"06",2000,"05","071","06759","00","RTON  ","PR",30,"P",563,,,,,,,,,353,,,,353,1000,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-09-05 00:00:00
"08",2000,"05","071","06759","00","RTON  ","PR",31,"P",527,,,,,,,,,243,,,,243,996,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-10-26 00:00:00
"04",2000,"05","071","06759","00","RTON  ","PR",30,"P",506,,,,,,,,,759,,,,759,1004,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-07-10 00:00:00
"03",2000,"05","071","06759","00","RTON  ","PR",31,"P",578,,,,,,,,,836,,,,836,1001,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-06-08 00:00:00
"05",2000,"05","071","06759","00","RTON  ","PR",31,"P",514,,,,,,,,,574,,,,574,1001,,,6385,"EVERGREEN OPERATING CORP                          ","FILBERT                            ","21-31 TR       ",2000-08-04 00:00:00
"02",2000,"05","071","06776","00","RTON  ","PR",29,"P",3751,,,,,,,,,1035,,,,1035,1003,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-05-02 00:00:00
"09",2000,"05","071","06776","00","RTON  ","PR",30,"P",1000,,,,,,,,,681,,,,681,1003,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-12-05 00:00:00
"08",2000,"05","071","06776","00","RTON  ","PR",31,"P",2238,,,,,,,,,803,,,,803,996,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-10-26 00:00:00
"11",1999,"05","071","06776","00","RTON  ","PR",30,"",,,,,,,,,,469,,,,469,1005,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-01-20 00:00:00
"01",2000,"05","071","06776","00","RTON  ","PR",31,"P",3317,,,,,,,,,1066,,,,1066,1003,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-04-05 00:00:00
"05",2000,"05","071","06776","00","RTON  ","PR",31,"P",2583,,,,,,,,,1123,,,,1123,1001,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-08-04 00:00:00
"12",1999,"05","071","06776","00","RTON  ","PR",31,"P",3877,,,,,,,,,1008,,,,1008,1004,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-03-21 00:00:00
"06",2000,"05","071","06776","00","RTON  ","PR",30,"P",1961,,,,,,,,,851,,,,851,1000,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-09-05 00:00:00
"04",2000,"05","071","06776","00","RTON  ","PR",30,"P",2270,,,,,,,,,833,,,,833,1004,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-07-10 00:00:00
"10",1999,"05","071","06776","00","RTON  ","PR",30,"I",2484,,,,,,,,,250,,,,250,1005,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-01-03 00:00:00
"03",2000,"05","071","06776","00","RTON  ","PR",31,"P",3100,,,,,,,,,934,,,,934,1001,,,6385,"EVERGREEN OPERATING CORP                          ","STRIGHT SHOOTER                    ","21-28TR        ",2000-06-08 00:00:00
"09",2000,"05","071","06794","00","RTON  ","WO",,"",,,,,,,,,,,,,,,,,,6385,"EVERGREEN OPERATING CORP                          ","RED LADY                           ","23-21 TR       ",2000-12-05 00:00:00
"11",1999,"05","071","06849","00","VRMJ  ","PR",10,"P",7317,,,,,,,,,11,,250,,261,1005,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-01-19 00:00:00
"01",2000,"05","071","06849","00","VRMJ  ","PR",31,"P",6908,,,,,,,,,111,,775,,886,1003,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-04-05 00:00:00
"02",2000,"05","071","06849","00","VRMJ  ","PR",27,"P",4775,,,,,,,,,28,,675,,703,1003,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-05-02 00:00:00
"12",1999,"05","071","06849","00","VRMJ  ","PR",31,"P",6174,,,,,,,,,102,,775,,877,1004,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-03-21 00:00:00
"04",2000,"05","071","06849","00","VRMJ  ","PR",1,"",,,,,,,,,,88,,,,88,1004,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-07-10 00:00:00
"03",2000,"05","071","06849","00","VRMJ  ","PR",8,"",,,,,,,,,,20,,225,,245,1001,,,6385,"EVERGREEN OPERATING CORP                          ","GINNIE                             ","24-10          ",2000-06-08 00:00:00
"09",2000,"05","071","06850","00","VRMJ  ","PR",30,"P",6506,,,,,,,,,4961,,750,,5711,1003,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-12-05 00:00:00
"11",1999,"05","071","06850","00","VRMJ  ","PR",14,"",,,,,,,,,,1705,,350,,2055,995,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-03-07 00:00:00
"01",2000,"05","071","06850","00","VRMJ  ","PR",31,"P",5063,,,,,,,,,11338,,775,,12113,1003,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-04-05 00:00:00
"02",2000,"05","071","06850","00","VRMJ  ","PR",29,"P",7416,,,,,,,,,10869,,725,,11594,1003,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-05-02 00:00:00
"12",1999,"05","071","06850","00","VRMJ  ","PR",31,"P",5495,,,,,,,,,8340,,775,,9115,1004,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-03-21 00:00:00
"06",2000,"05","071","06850","00","VRMJ  ","PR",30,"P",5410,,,,,,,,,6750,,750,,7500,1000,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-09-05 00:00:00
"08",2000,"05","071","06850","00","VRMJ  ","PR",31,"P",5680,,,,,,,,,5957,,775,,6732,996,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-10-26 00:00:00
"04",2000,"05","071","06850","00","VRMJ  ","PR",30,"P",9567,,,,,,,,,9880,,750,,10630,1004,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-07-10 00:00:00
"03",2000,"05","071","06850","00","VRMJ  ","PR",31,"P",7783,,,,,,,,,10986,,775,,11761,1001,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-06-08 00:00:00
"05",2000,"05","071","06850","00","VRMJ  ","PR",31,"P",3894,,,,,,,,,5539,,775,,6314,1001,,,6385,"EVERGREEN OPERATING CORP                          ","ROVER                              ","21-28          ",2000-08-04 00:00:00
"09",2000,"05","071","06853","00","RTON  ","PR",30,"P",1895,,,,,,,,,16,,,,16,1003,,,6385,"EVERGREEN OPERATING CORP                          ","COYOTE                             ","23-28TR        ",2000-12-05 00:00:00
